GeneA,GeneB,UniprotA,UniprotB,DataSource
TUFM,ATG16L1,P49411,Q676U5,IID
CASP4,NOD2,P49662,Q9HC29,IID
CEBPA,CREB5,P49715,Q02930,IID
CEBPD,CREB5,P49716,Q02930,IID
PSMB3,SP140,P49720,Q13342,IID
PSMB2,SP140,P49721,Q13342,IID
ACADVL,IL31RA,P49748,"Q8NI17
",IID
CLK1,PTPN22,P49759,Q9Y2R2,IID
VEGFC,NOD2,P49767,Q9HC29,IID
RGS19,ATG16L1,P49795,Q676U5,IID
RGS3,SPRED1,P49796,7Z699,IID
TSC2,SPRED1,P49815,7Z699,IID
TNFSF10,TNFSF18,P50591,Q9UNG2,IID
TOB1,CPEB4,P50616,Q17RY0,IID
PLCD1,IL31RA,P51178,"Q8NI17
",IID
RORC,IL23R,P51449,Q5VWK5,IID
DUSP3,SPRED1,P51452,7Z699,IID
DUSP3,PTPN22,P51452,Q9Y2R2,IID
IRAK1,NOD2,P51617,Q9HC29,IID
STAT5B,NOD2,P51692,Q9HC29,IID
CDR1,PTPN22,P51861,Q9Y2R2,IID
CASP5,NOD2,P51878,Q9HC29,IID
JAK3,NOD2,P52333,Q9HC29,IID
ARHGDIB,PTPN22,P52566,Q9Y2R2,IID
STAT2,PTPN22,P52630,Q9Y2R2,IID
VAV2,SPRED1,P52735,7Z699,IID
VAV2,PTPN22,P52735,Q9Y2R2,IID
RBM5,CPEB4,P52756,Q17RY0,IID
NDST1,CPEB4,P52848,Q17RY0,IID
ARFIP1,NOD2,P53367,Q9HC29,IID
FOSB,CREB5,P53539,Q02930,IID
LIMK1,SPRED1,P53667,7Z699,IID
MAPK10,CREB5,P53779,Q02930,IID
ATN1,NOD2,P54259,Q9HC29,IID
USP14,NOD2,P54578,Q9HC29,IID
EPHB1,PTPN22,P54762,Q9Y2R2,IID
PRRX1,NOD2,P54821,Q9HC29,IID
PTPN5,PTPN22,P54829,Q9Y2R2,IID
VCP,PTPN22,P55072,Q9Y2R2,IID
UCN,HOMER1,P55089,Q86YM7,IID
UCN,CRHR2,P55089,Q13324,IID
UCN,UCN3,P55089,Q969E3,IID
UCN,UCN2,P55089,Q96RP3,IID
UCN,PCBP3,P55089,P57721,IID
UCN,MVK,P55089,Q03426,IID
UCN,RAB8A,P55089,P61006,IID
UCN,CACNG2,P55089,Q9Y698,IID
MLLT6,CREB5,P55198,Q02930,IID
CASP7,NOD2,P55210,Q9HC29,IID
CASP9,NOD2,P55211,Q9HC29,IID
CASP6,ATG16L1,P55212,Q676U5,IID
CASP6,NOD2,P55212,Q9HC29,IID
PAX9,PTPN22,P55771,Q9Y2R2,IID
FCGRT,ATG16L1,P55899,Q676U5,IID
BID,NOD2,P55957,Q9HC29,IID
ITGA1,NOD2,P56199,Q9HC29,IID
RP1,NOD2,P56715,Q9HC29,IID
BCAR1,NOD2,P56945,Q9HC29,IID
BCAR1,PTPN22,P56945,Q9Y2R2,IID
UBASH3A,PTPN22,P57075,Q9Y2R2,IID
CARD18,NOD2,P57730,Q9HC29,IID
ADAMTS12,ADAM30,P58397,Q9UKF2,IID
TIRAP,NOD2,P58753,Q9HC29,IID
NLRP11,NOD2,P59045,Q9HC29,IID
NLRP12,NOD2,P59046,Q9HC29,IID
ADAMTS20,ADAM30,P59510,Q9UKF2,IID
GNG2,ATG16L1,P59768,Q676U5,IID
EIF3E,PTPN22,P60228,Q9Y2R2,IID
KRTAP10-1,CREB5,P60331,Q02930,IID
KRTAP10-3,CREB5,P60369,Q02930,IID
KRTAP10-5,CREB5,P60370,Q02930,IID
KRTAP10-7,CREB5,P60409,Q02930,IID
KRTAP10-8,CREB5,P60410,Q02930,IID
KRTAP10-9,CREB5,P60411,Q02930,IID
KRTAP10-11,CREB5,P60412,Q02930,IID
GABARAPL2,ATG16L1,P60520,Q676U5,IID
IL2,IL31RA,P60568,"Q8NI17
",IID
IL2,NOD2,P60568,Q9HC29,IID
PSME3,SP140,P61289,Q13342,IID
B2M,NOD2,P61769,Q9HC29,IID
TGFB2,NOD2,P61812,Q9HC29,IID
HNRNPK,PTPN22,P61978,Q9Y2R2,IID
PPP1CA,SPRED1,P62136,7Z699,IID
-,NOD2,,Q9HC29,IID
PSMC5,SP140,P62195,Q13342,IID
RPS16,ATG16L1,P62249,Q676U5,IID
YWHAE,JAZF1,P62258,86VZ6,IID
PSMC6,SP140,P62333,Q13342,IID
HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4,JAZF1,,86VZ6,IID
GRB2,PTPN22,P62993,Q9Y2R2,IID
RAC1,LACC1,P63000,Q8IV20,IID
RAC1,NOD2,P63000,Q9HC29,IID
SUMO1,NOD2,P63165,Q9HC29,IID
GNGT1,ATG16L1,P63211,Q676U5,IID
ACTG1,NOD2,P63261,Q9HC29,IID
UBE2I,JAZF1,P63279,86VZ6,IID
PPP2CA,CPEB4,P67775,Q17RY0,IID
PPP2CA,LACC1,P67775,Q8IV20,IID
ACTA1,PTPN22,P68133,Q9Y2R2,IID
CSNK2A1,JAZF1,P68400,86VZ6,IID
SH3BP2,PTPN22,P78314,Q9Y2R2,IID
ADAM8,ADAM30,P78325,Q9UKF2,IID
SRPK2,PTPN22,P78362,Q9Y2R2,IID
CCT2,ATG16L1,P78371,Q676U5,IID
RELN,IL31RA,P78509,"Q8NI17
",IID
CRADD,NOD2,P78560,Q9HC29,IID
S100A12,NOD2,P80511,Q9HC29,IID
COG7,IL23R,P83436,Q5VWK5,IID
TXNL4A,IL31RA,P83876,"Q8NI17
",IID
SMAD3,CREB5,P84022,Q02930,IID
H3F3A;H3F3B,LACC1,,Q8IV20,IID
PKD1,IL31RA,P98161,"Q8NI17
",IID
XIAP,NOD2,P98170,Q9HC29,IID
ARHGAP4,TAGAP,P98171,Q8N103,IID
CLTC,ATG16L1,Q00610,Q676U5,IID
CLTC,NOD2,Q00610,Q9HC29,IID
HSF1,NOD2,Q00613,Q9HC29,IID
PLCB2,NOD2,Q00722,Q9HC29,IID
CD83,NOD2,Q01151,Q9HC29,IID
RELB,IL31RA,Q01201,"Q8NI17
",IID
FABP5,LACC1,Q01469,Q8IV20,IID
EWSR1,CREB5,Q01844,Q02930,IID
EWSR1,CPEB4,Q01844,Q17RY0,IID
SPIB,IL31RA,Q01892,"Q8NI17
",IID
ROR2,PTPN22,Q01974,Q9Y2R2,IID
SP4,CREB5,Q02446,Q02930,IID
IRF8,SP140,Q02556,Q13342,IID
GUCA2A,TNFSF18,Q02747,Q9UNG2,IID
CREB5,NFE2,Q02930,Q16621,IID
CREB5,KIFC3,Q02930,Q9BVG8,IID
CREB5,PPP2R2D,Q02930,Q66LE6,IID
CREB5,CREB3L2,Q02930,Q70SY1,IID
CREB5,HLF,Q02930,Q16534,IID
CREB5,MGAT5B,Q02930,Q3V5L5,IID
CREB5,ATF5,Q02930,Q9Y2D1,IID
CREB5,CREB3L3,Q02930,Q68CJ9,IID
CREB5,ADAMTSL4,Q02930,Q6UY14,IID
CREB5,CREB5,Q02930,Q02930,IID
CREB5,KRTAP4-2,Q02930,Q9BYR5,IID
CREB5,CREM,Q02930,Q03060,IID
CREB5,CREBBP,Q02930,Q92793,IID
CREB5,BACH2,Q02930,Q9BYV9,IID
CREB5,TRIP6,Q02930,Q15654,IID
CREB5,MDFI,Q02930,Q99750,IID
CREB5,RBPMS,Q02930,Q93062,IID
CREB5,MAPK6,Q02930,Q16659,IID
CREB5,KRTAP4-12,Q02930,Q9BQ66,IID
CREB5,KRTAP9-2,Q02930,Q9BYQ4,IID
CREB5,ARIH1,Q02930,Q9Y4X5,IID
CREB5,SMAD4,Q02930,Q13485,IID
CREB5,MTUS2,Q02930,Q5JR59,IID
CREB5,LGR4,Q02930,Q9BXB1,IID
CREB5,RIMBP3,Q02930,Q9UFD9,IID
CREB5,MAPK14,Q02930,Q16539,IID
CREB5,TSGA10,Q02930,Q9BZW7,IID
CREB5,EGLN3,Q02930,Q9H6Z9,IID
CREB5,NFE2L2,Q02930,Q16236,IID
CREB5,LGALS13,Q02930,Q9UHV8,IID
CREB5,TRAF2,Q02930,Q12933,IID
CREB5,KRTAP5-6,Q02930,Q6L8G9,IID
CREB5,NOTCH2NL,Q02930,Q7Z3S9,IID
CREB5,EP300,Q02930,Q09472,IID
CREB5,JDP2,Q02930,Q8WYK2,IID
CREB5,BATF,Q02930,Q16520,IID
CREB5,NFE2L3,Q02930,Q9Y4A8,IID
CREB5,FUBP1,Q02930,Q96AE4,IID
CREB5,KRT40,Q02930,Q6A162,IID
CREB5,CREB3L4,Q02930,Q8TEY5,IID
CREB5,BATF3,Q02930,Q9NR55,IID
CREB5,KRTAP3-2,Q02930,Q9BYR7,IID
CREB5,KRTAP9-4,Q02930,Q9BYQ2,IID
CREB5,MAPK11,Q02930,Q15759,IID
CAV1,ATG16L1,Q03135,Q676U5,IID
CAV1,NOD2,Q03135,Q9HC29,IID
RELA,NOD2,Q04206,Q9HC29,IID
TLE1,IL31RA,Q04724,"Q8NI17
",IID
TLE1,NOD2,Q04724,Q9HC29,IID
PRKCQ,PTPN22,Q04759,Q9Y2R2,IID
REL,NOD2,Q04864,Q9HC29,IID
PLP2,LACC1,Q04941,Q8IV20,IID
PTPN12,PTPN22,Q05209,Q9Y2R2,IID
PTK2,PTPN22,Q05397,Q9Y2R2,IID
GRIN1,ATG16L1,Q05586,Q676U5,IID
PRKCD,NOD2,Q05655,Q9HC29,IID
PRKCD,PTPN22,Q05655,Q9Y2R2,IID
PTPN11,IL31RA,Q06124,"Q8NI17
",IID
PTPN11,PTPN22,Q06124,Q9Y2R2,IID
BTK,NOD2,Q06187,Q9HC29,IID
BTK,PTPN22,Q06187,Q9Y2R2,IID
PSME1,NOD2,Q06323,Q9HC29,IID
LTB,NOD2,Q06643,Q9HC29,IID
LTB,TNFSF18,Q06643,Q9UNG2,IID
CXCL9,IL23R,Q07325,Q5VWK5,IID
KHDRBS1,PTPN22,Q07666,Q9Y2R2,IID
BCL2L1,NOD2,Q07817,Q9HC29,IID
TNK2,ATG16L1,Q07912,Q676U5,IID
TNK2,PTPN22,Q07912,Q9Y2R2,IID
FOXM1,NOD2,Q08050,Q9HC29,IID
RGS1,NOD2,Q08116,Q9HC29,IID
ITK,PTPN22,Q08881,Q9Y2R2,IID
RBBP4,ATG16L1,Q09028,Q676U5,IID
NCBP1,CPEB4,Q09161,Q17RY0,IID
EP300,IL23R,Q09472,Q5VWK5,IID
EP300,NOD2,Q09472,Q9HC29,IID
GALNT2,NOD2,Q10471,Q9HC29,IID
FUT2,ZDHHC17,Q10981,Q8IUH5,IID
FUT2,POLR3E,Q10981,Q9NVU0,IID
FOXO1,IL23R,Q12778,Q5VWK5,IID
TFCP2,ATG16L1,Q12800,Q676U5,IID
AKAP13,SPRED1,Q12802,7Z699,IID
EFEMP1,TNFSF18,Q12805,Q9UNG2,IID
MERTK,PTPN22,Q12866,Q9Y2R2,IID
GRIN2A,ATG16L1,Q12879,Q676U5,IID
PTPRJ,PTPN22,Q12913,Q9Y2R2,IID
PTPN13,PTPN22,Q12923,Q9Y2R2,IID
EPS8,PTPN22,Q12929,Q9Y2R2,IID
TRAF2,ATG16L1,Q12933,Q676U5,IID
TRAF2,TNFSF18,Q12933,Q9UNG2,IID
FOXF2,ADAM30,Q12947,Q9UKF2,IID
IL24,IL23R,Q13007,Q5VWK5,IID
STK4,PTPN22,Q13043,Q9Y2R2,IID
NAIP,NOD2,Q13075,Q9HC29,IID
TRAF1,TNFSF18,Q13077,Q9UNG2,IID
TRAF1,PTPN22,Q13077,Q9Y2R2,IID
LCP2,PTPN22,Q13094,Q9Y2R2,IID
TRAF3,NOD2,Q13114,Q9HC29,IID
TRAF3,TNFSF18,Q13114,Q9UNG2,IID
TRAF3,PTPN22,Q13114,Q9Y2R2,IID
PRKAA1,PTPN22,Q13131,Q9Y2R2,IID
TARDBP,CPEB4,Q13148,Q17RY0,IID
FADD,ATG16L1,Q13158,Q676U5,IID
FADD,NOD2,Q13158,Q9HC29,IID
CBLB,NOD2,Q13191,Q9HC29,IID
CBLB,PTPN22,Q13191,Q9Y2R2,IID
SELENBP1,LACC1,Q13228,Q8IV20,IID
SELENBP1,IL31RA,Q13228,"Q8NI17
",IID
MAP3K1,SPRED1,Q13233,7Z699,IID
TRIM28,LACC1,Q13263,Q8IV20,IID
G3BP1,CPEB4,Q13283,Q17RY0,IID
GRB10,SPRED1,Q13322,7Z699,IID
GRB10,PTPN22,Q13322,Q9Y2R2,IID
PTPRS,PTPN22,Q13332,Q9Y2R2,IID
SP140,PIN1,Q13342,Q13526,IID
SP140,GKN1,Q13342,Q9NS71,IID
SP140,SIRT2,Q13342,Q8IXJ6,IID
SP140,PSME2,Q13342,Q9UL46,IID
SP140,PSMB8,Q13342,P28062,IID
SP140,KIF13B,Q13342,Q9NQT8,IID
SP140,PSMD1,Q13342,Q99460,IID
SP140,PSMF1,Q13342,Q92530,IID
SP140,IRF7,Q13342,Q92985,IID
SP140,SESN1,Q13342,Q9Y6P5,IID
MAPK8IP2,SPRED1,Q13387,7Z699,IID
MAPK8IP2,NOD2,Q13387,Q9HC29,IID
MYO7A,NOD2,Q13402,Q9HC29,IID
ADAM9,ADAM30,Q13443,Q9UKF2,IID
ADAM15,PTPN22,Q13444,Q9Y2R2,IID
BIRC3,NOD2,Q13489,Q9HC29,IID
BIRC2,NOD2,Q13490,Q9HC29,IID
SQSTM1,ATG16L1,Q13501,Q676U5,IID
SQSTM1,NOD2,Q13501,Q9HC29,IID
SQSTM1,PTPN22,Q13501,Q9Y2R2,IID
RIPK1,NOD2,Q13546,Q9HC29,IID
HDAC1,JAZF1,Q13547,86VZ6,IID
STIM1,NOD2,Q13586,Q9HC29,IID
AAMP,NOD2,Q13685,Q9HC29,IID
TUBA3C;TUBA3D,NOD2,,Q9HC29,IID
C1D,IL23R,Q13901,Q5VWK5,IID
PRKG1,PTPN22,Q13976,Q9Y2R2,IID
IL16,NOD2,Q14005,Q9HC29,IID
RAB33A,ATG16L1,Q14088,Q676U5,IID
IL18,NOD2,Q14116,Q9HC29,IID
TRIM29,IL31RA,Q14134,"Q8NI17
",IID
ARHGEF7,NOD2,Q14155,Q9HC29,IID
EBI3,NOD2,Q14213,Q9HC29,IID
TRIM25,SPRED1,Q14258,7Z699,IID
PTK2B,PTPN22,Q14289,Q9Y2R2,IID
BECN1,ATG16L1,Q14457,Q676U5,IID
ITPR3,ATG16L1,Q14573,Q676U5,IID
NBR1,ATG16L1,Q14596,Q676U5,IID
IL11RA,IL31RA,Q14626,"Q8NI17
",IID
IRF3,NOD2,Q14653,Q9HC29,IID
COG2,IL23R,Q14746,Q5VWK5,IID
HLX,NOD2,Q14774,Q9HC29,IID
CASP8,NOD2,Q14790,Q9HC29,IID
GPNMB,IL31RA,Q14956,"Q8NI17
",IID
SPCS2,ADAM30,Q15005,Q9UKF2,IID
WTAP,LACC1,Q15007,Q8IV20,IID
HERPUD1,SPRED1,Q15011,7Z699,IID
HERPUD1,NOD2,Q15011,Q9HC29,IID
MAD2L1BP,PTPN22,Q15013,Q9Y2R2,IID
MORF4L2,JAZF1,Q15014,86VZ6,IID
ACAP1,NOD2,Q15027,Q9HC29,IID
NCF4,NOD2,Q15080,Q9HC29,IID
AGER,IL31RA,Q15109,"Q8NI17
",IID
AGER,NOD2,Q15109,Q9HC29,IID
PTPRR,PTPN22,Q15256,Q9Y2R2,IID
PTPRK,PTPN22,Q15262,Q9Y2R2,IID
RAB35,ATG16L1,Q15286,Q676U5,IID
RCN1,PTPN22,Q15293,Q9Y2R2,IID
ERBB4,PTPN22,Q15303,Q9Y2R2,IID
PCBP2,NOD2,Q15366,Q9HC29,IID
UBE3C,CPEB4,Q15386,Q17RY0,IID
TLR1,NOD2,Q15399,Q9HC29,IID
PPP1R7,SPRED1,Q15435,7Z699,IID
SF3A1,ATG16L1,Q15459,Q676U5,IID
SHH,IL31RA,Q15465,"Q8NI17
",IID
TESK1,SPRED1,Q15569,7Z699,IID
TRADD,NOD2,Q15628,Q9HC29,IID
TARBP2,SPRED1,Q15633,7Z699,IID
TARBP2,NOD2,Q15633,Q9HC29,IID
TRIP11,ATG16L1,Q15643,Q676U5,IID
PTPN14,PTPN22,Q15678,Q9Y2R2,IID
TSC22D1,SPRED1,Q15714,7Z699,IID
ELAVL1,ATG16L1,Q15717,Q676U5,IID
ELAVL1,SPRED1,Q15717,7Z699,IID
ITSN1,NOD2,Q15811,Q9HC29,IID
ADIPOQ,IL31RA,Q15848,"Q8NI17
",IID
ADIPOQ,TNFSF18,Q15848,Q9UNG2,IID
ZYX,SPRED1,Q15942,7Z699,IID
IGFBP7,NOD2,Q16270,Q9HC29,IID
PKN1,NOD2,Q16512,Q9HC29,IID
DDB1,LACC1,Q16531,Q8IV20,IID
PPP2R5E,NOD2,Q16537,Q9HC29,IID
MAPK14,NOD2,Q16539,Q9HC29,IID
RBBP7,LACC1,Q16576,Q8IV20,IID
C3AR1,NOD2,Q16581,Q9HC29,IID
STX1A,ATG16L1,Q16623,Q676U5,IID
MAPKAPK3,PTPN22,Q16644,Q9Y2R2,IID
MOG,NOD2,Q16653,Q9HC29,IID
HIF1A,IL23R,Q16665,Q5VWK5,IID
HIF1A,NOD2,Q16665,Q9HC29,IID
IFI16,IL31RA,Q16666,"Q8NI17
",IID
IFI16,NOD2,Q16666,Q9HC29,IID
DUSP5,PTPN22,Q16690,Q9Y2R2,IID
DGKD,SPRED1,Q16760,7Z699,IID
DGKD,NOD2,Q16760,Q9HC29,IID
HIST2H2AC,LACC1,Q16777,Q8IV20,IID
NDUFA9,PTPN22,Q16795,Q9Y2R2,IID
PTPN21,PTPN22,Q16825,Q9Y2R2,IID
PTPRO,PTPN22,Q16827,Q9Y2R2,IID
DUSP6,SPRED1,Q16828,7Z699,IID
PTPRN,PTPN22,Q16849,Q9Y2R2,IID
UGP2,PTPN22,Q16851,Q9Y2R2,IID
LTC4S,NOD2,Q16873,Q9HC29,IID
CPEB4,GREB1L,Q17RY0,Q9C091,IID
CPEB4,SAV1,Q17RY0,Q9H4B6,IID
CPEB4,SREK1,Q17RY0,Q8WXA9,IID
CPEB4,EGLN3,Q17RY0,Q9H6Z9,IID
CPEB4,CPEB1,Q17RY0,Q9BZB8,IID
CPEB4,ALKBH8,Q17RY0,Q96BT7,IID
CPEB4,TAF15,Q17RY0,Q92804,IID
CPEB4,MAGOHB,Q17RY0,Q96A72,IID
CPEB4,CPEB4,Q17RY0,Q17RY0,IID
CPEB4,RBM12B,Q17RY0,Q8IXT5,IID
MICB,NOD2,Q29980,Q9HC29,IID
MICB,PTPN22,Q29980,Q9Y2R2,IID
MICA,NOD2,Q29983,Q9HC29,IID
KIAA0753,PTPN22,Q2KHM9,Q9Y2R2,IID
KIF7,PTPN22,Q2M1P5,Q9Y2R2,IID
SPRED3,SPRED1,Q2MJR0,7Z699,IID
TRIM16L,NOD2,Q309B1,Q9HC29,IID
TIGIT,IL31RA,Q495A1,"Q8NI17
",IID
TIGIT,NOD2,Q495A1,Q9HC29,IID
PTPN20,PTPN22,Q4JDL3,Q9Y2R2,IID
ARID4B,LACC1,Q4LE39,Q8IV20,IID
MIDN,SPRED1,Q504T8,7Z699,IID
AGK,LACC1,Q53H12,Q8IV20,IID
ARHGAP15,TAGAP,Q53QZ3,Q8N103,IID
Anti-RhD monoclonal T125 gamma1 heavy chain,LACC1,,Q8IV20,IID
CARD16,NOD2,Q5EG05,Q9HC29,IID
CALHM4,LACC1,Q5JW98,Q8IV20,IID
CALHM4,IL31RA,Q5JW98,"Q8NI17
",IID
COLEC12,ATG16L1,Q5KU26,Q676U5,IID
WIPI1,ATG16L1,Q5MNZ9,Q676U5,IID
BRMS1L,LACC1,Q5PSV4,Q8IV20,IID
SNAPC4,ATG16L1,Q5SXM2,Q676U5,IID
HIST2H3PS2,LACC1,,Q8IV20,IID
IL23R,PDF,Q5VWK5,Q9HBH1,IID
IL23R,BET1L,Q5VWK5,Q9NYM9,IID
IL23R,COG3,Q5VWK5,Q96JB2,IID
IL23R,IL19,Q5VWK5,Q9UHD0,IID
IL23R,LHFPL6,Q5VWK5,Q9Y693,IID
IL23R,COG5,Q5VWK5,Q9UP83,IID
IL23R,COG1,Q5VWK5,Q8WTW3,IID
IL23R,GOLPH3,Q5VWK5,Q9H4A6,IID
IL23R,IL23A,Q5VWK5,Q9NPF7,IID
CARD17,NOD2,Q5XLA6,Q9HC29,IID
CD276,IL31RA,Q5ZPR3,"Q8NI17
",IID
CD276,NOD2,Q5ZPR3,Q9HC29,IID
ATG9B,LACC1,Q674R7,Q8IV20,IID
ATG16L1,VMP1,Q676U5,Q96GC9,IID
ATG16L1,GABARAPL1,Q676U5,Q9H0R8,IID
ATG16L1,ATG16L2,Q676U5,Q8NAA4,IID
ATG16L1,MAP1LC3C,Q676U5,Q9BXW4,IID
ATG16L1,GAN,Q676U5,Q9H2C0,IID
ATG16L1,UVRAG,Q676U5,Q9P2Y5,IID
ATG16L1,HNRNPUL1,Q676U5,Q9BUJ2,IID
ATG16L1,ATG9A,Q676U5,Q7Z3C6,IID
ATG16L1,SPC25,Q676U5,Q9HBM1,IID
ATG16L1,SBF2,Q676U5,Q86WG5,IID
ATG16L1,PIK3C3,Q676U5,Q8NEB9,IID
ATG16L1,AMBRA1,Q676U5,Q9C0C7,IID
ATG16L1,CCT7,Q676U5,Q99832,IID
ATG16L1,ATG101,Q676U5,Q9BSB4,IID
ATG16L1,SPNS1,Q676U5,Q9H2V7,IID
ATG16L1,HAUS1,Q676U5,Q96CS2,IID
ATG16L1,FBXO5,Q676U5,Q9UKT4,IID
ATG16L1,MAP1LC3B,Q676U5,Q9GZQ8,IID
ATG16L1,NOD2,Q676U5,Q9HC29,IID
ATG16L1,LARS,Q676U5,Q9P2J5,IID
ATG16L1,RAB33B,Q676U5,Q9H082,IID
ATG16L1,WDFY3,Q676U5,Q8IZQ1,IID
ATG16L1,ATG5,Q676U5,Q9H1Y0,IID
ATG16L1,DEDD2,Q676U5,Q8WXF8,IID
ATG16L1,ATG4C,Q676U5,Q96DT6,IID
ATG16L1,IFT20,Q676U5,Q8IY31,IID
ATG16L1,SYNPO2,Q676U5,Q9UMS6,IID
ATG16L1,PMF1,Q676U5,Q6P1K2,IID
ATG16L1,HNRNPAB,Q676U5,Q99729,IID
ATG16L1,IFIH1,Q676U5,Q9BYX4,IID
ATG16L1,ENOPH1,Q676U5,Q9UHY7,IID
ATG16L1,TMEM59,Q676U5,Q9BXS4,IID
ATG16L1,WIPI2,Q676U5,Q9Y4P8,IID
ATG16L1,NOD1,Q676U5,Q9Y239,IID
ATG16L1,RB1CC1,Q676U5,Q8TDY2,IID
ATG16L1,MAP1LC3A,Q676U5,Q9H492,IID
ATG16L1,NXF1,Q676U5,Q9UBU9,IID
ATG16L1,TECPR1,Q676U5,Q7Z6L1,IID
ATG16L1,SPATA5,Q676U5,Q8NB90,IID
ATG16L1,AP2M1,Q676U5,Q96CW1,IID
ATG16L1,CHMP1A,Q676U5,Q9HD42,IID
ATG16L1,EIF2AK4,Q676U5,Q9P2K8,IID
ATG16L1,ATG3,Q676U5,Q9NT62,IID
ATG16L1,SCOC,Q676U5,Q9UIL1,IID
ATG16L1,IKBKG,Q676U5,Q9Y6K9,IID
ATG16L1,PRMT6,Q676U5,Q96LA8,IID
ATG16L1,TRAF3IP3,Q676U5,Q9Y228,IID
ATG16L1,MOV10,Q676U5,Q9HCE1,IID
ATG16L1,RAB24,Q676U5,Q969Q5,IID
ATG16L1,ATG10,Q676U5,Q9H0Y0,IID
ATG16L1,MAVS,Q676U5,Q7Z434,IID
ATG16L1,CHMP5,Q676U5,Q9NZZ3,IID
ATG16L1,ATG16L1,Q676U5,Q676U5,IID
ATG16L1,IKBIP,Q676U5,Q70UQ0,IID
ATG16L1,SPAST,Q676U5,Q9UBP0,IID
ARHGAP17,TAGAP,Q68EM7,Q8N103,IID
TTC19,SPRED1,Q6DKK2,7Z699,IID
HEPHL1,LACC1,Q6MZM0,Q8IV20,IID
HEPHL1,IL31RA,Q6MZM0,"Q8NI17
",IID
DKFZp686I04196,LACC1,,Q8IV20,IID
SFXN4,PTPN22,Q6P4A7,Q9Y2R2,IID
PLBD1,IL31RA,Q6P4A8,"Q8NI17
",IID
CNKSR3,NOD2,Q6P9H4,Q9HC29,IID
TRAT1,PTPN22,Q6PIZ9,Q9Y2R2,IID
IL27RA,IL31RA,Q6UWB1,"Q8NI17
",IID
IL27RA,NOD2,Q6UWB1,Q9HC29,IID
LCLAT1,ADAM30,Q6UWP7,Q9UKF2,IID
OLFM4,NOD2,Q6UX06,Q9HC29,IID
METTL7B,ADAM30,Q6UX53,Q9UKF2,IID
IL20RB,IL31RA,Q6UXL0,"Q8NI17
",IID
IL20RB,NOD2,Q6UXL0,Q9HC29,IID
CASP12,NOD2,Q6UXS9,Q9HC29,IID
USP30,ADAM30,Q70CQ3,Q9UKF2,IID
UNC13D,NOD2,Q70J99,Q9HC29,IID
SSH2,PTPN22,Q76I76,Q9Y2R2,IID
CYB5R4,NOD2,Q7L1T6,Q9HC29,IID
COPS6,NOD2,Q7L5N1,Q9HC29,IID
TAOK1,JAZF1,Q7L7X3,86VZ6,IID
ZFYVE16,NOD2,Q7Z3T8,Q9HC29,IID
NUFIP2,LACC1,Q7Z417,Q8IV20,IID
ARHGAP22,TAGAP,Q7Z5H3,Q8N103,IID
SPRED2,SPRED1,Q7Z698,7Z699,IID
SPRED1,EPB41L5,7Z699,Q9HCM4,IID
SPRED1,TNFRSF19,7Z699,Q9NS68,IID
SPRED1,NAGK,7Z699,Q9UJ70,IID
SPRED1,PLCE1,7Z699,Q9P212,IID
SPRED1,FAM118B,7Z699,Q9BPY3,IID
SPRED1,PLEKHG2,7Z699,Q9H7P9,IID
SPRED1,FGD4,7Z699,Q96M96,IID
SPRED1,AGAP1,7Z699,Q9UPQ3,IID
SPRED1,TRIB2,7Z699,Q92519,IID
SPRED1,TRAF6,7Z699,Q9Y4K3,IID
SPRED1,ALS2,7Z699,Q96Q42,IID
SPRED1,OSGEP,7Z699,Q9NPF4,IID
SPRED1,DOK5,7Z699,Q9P104,IID
SPRED1,IRS2,7Z699,Q9Y4H2,IID
SPRED1,PRKAB1,7Z699,Q9Y478,IID
SPRED1,SPRY4,7Z699,Q9C004,IID
SPRED1,DOK4,7Z699,Q8TEW6,IID
SPRED1,CISH,7Z699,Q9NSE2,IID
SPRED1,PLEKHG1,7Z699,Q9ULL1,IID
SPRED1,AFAP1L1,7Z699,Q8TED9,IID
SPRED1,DNAJB11,7Z699,Q9UBS4,IID
SPRED1,ARHGEF40,7Z699,Q8TER5,IID
SPRED1,TTN,7Z699,Q8WZ42,IID
SPRED1,MAPK8IP1,7Z699,Q9UQF2,IID
SPRED1,SBF2,7Z699,Q86WG5,IID
SPRED1,FRS2,7Z699,Q8WU20,IID
SPRED1,DGKH,7Z699,Q86XP1,IID
SPRED1,PSD4,7Z699,Q8NDX1,IID
SPRED1,ARAP3,7Z699,Q8WWN8,IID
SPRED1,ZDHHC17,7Z699,Q8IUH5,IID
SPRED1,DOK1,7Z699,Q99704,IID
SPRED1,S1PR3,7Z699,Q99500,IID
SPRED1,PLEKHH2,7Z699,Q8IVE3,IID
SPRED1,VAV3,7Z699,Q9UKW4,IID
SPRED1,PSME2,7Z699,Q9UL46,IID
SPRED1,PLEKHB2,7Z699,Q96CS7,IID
SPRED1,PHLDA3,7Z699,Q9Y5J5,IID
SPRED1,RASD1,7Z699,Q9Y272,IID
SPRED1,TRIB3,7Z699,Q96RU7,IID
